Scientific name;Family;Svenskt namn;Dyntaxa ID number;Establishment;Red-listed;Red-listed values;Time of immigration;Införd;Index of invasive concern;Risk för Invasiv?;Biodiversity relevance (1-8);Antalet andra organismer som är beroende av, eller använder, arten som födokälla, substrat, skydd eller mutualistisk partner.;Nektar produktion (1-7);Heat requirement;Värmekrav klara som lägst (odlingszoner);Cold requirement;Kylkrav (;Temp. optimum;Continentality;Light;Växtnamn;Växtsätt;kontroll;Växtnamn;Medelhöjd (cm);Maxhöjd (cm);Blomningsstart;Blomningsslut;Phenology;Börjar Blomma;Extreme phenology;Sena;Kontroll;Växtnamn;Blommande?;Blomfärg;Kontroll;Ljus;Moisture;Fukt;Soil reaction (pH);pH;Nitrogen (N);Kväve;Phosphorus (P);Fosfor;Salinity;Salttålighet;Grazing/mowing;Bete/slåtter;Soil disturbance;Mark störning;Longevity;Livslängd;Pollinator dependence;Pollinering;Seed dormancy;Vilande frön;Seed bank;Fröbank;Seed disperser;Nitrogen fixation;Photosynthetic pathway;Mycorrhiza;Carnivory;Parasitism;Plantskolor;;1 Siliceous rock;2 Ultrabasic rock;3 Calcareous rock;4 Dry heath;5. Dry meadow;6 Steppic meadow;7 Sand steppe;8 Moist heath;9 Moist meadow;10 Moist calcareous meadow;11 Raised bog;12 Poor/acidic fen;13 Intermediate-rich fen;14 Rich/calcareous fen;15 Tall herb/sedge/reed meadow;16 Oligotrophic water & shores;17 Mesotrophic water & shores;18 Eutrophic water & shores;19 sandy/stony/rocky sea shores;20 Sea shore meadows;21 Base-poor wasteland;22 Base-rich wasteland;23. Arable land;24 Gravelly ground;25 Ruderal;26 Hedgerows, thickets, wood-margins and groves;27 Heath-type deciduous forest;28 Intermediate deciduous forest;29 Herb-rich deciduous forest;30 Alnus glutinosa swamp;31 Fraxinus/Ulmus/Alnus incana swamp;32 Pinus/Betula swamp;33 Picea swamp;34 Heath-type coniferous forest;35 Vaccinium-type coniferous forest;36 Herb-rich coniferous forest;37 Cacareous conifer forest;38 Subalpine Betula forest
Pedicularis oederi Vahl;Orobanchaceae;gullspira;221758;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;5;2;2. mellan-alpinzon;16;;17;;7;Pedicularis oederi Vahl;Ört;SANT;Pedicularis oederi Vahl;10;40;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Pedicularis oederi Vahl;Ja;Gul;SANT;7. alltid full sol;7;7. fuktig–våt;7;7. circumneutral (pH 6.5–7.5);2;2. måttligt–mycket kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;1a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar); ;Ingen data;3;långlivad (5–25 år);Passive;Nej;C3;None;0;Ja;;;0;0;0;0;0;0;0;0;3;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedicularis sceptrum-carolinum L.;Orobanchaceae;kung Karls spira;221760;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;5;3;3. låg-alpinzon;9;;13;7;6;Pedicularis sceptrum-carolinum L.;Ört;SANT;Pedicularis sceptrum-carolinum L.;30;80;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Pedicularis sceptrum-carolinum L.;Ja;Gul;SANT;6. sol, men tål viss skugga;8;8. våt;7;7. circumneutral (pH 6.5–7.5);4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;1a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd; ;Ingen data;Passive;Nej;C3;None;0;Ja;;;0;0;0;0;0;0;0;0;1;0;0;0;4;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedicularis sylvatica L.;Orobanchaceae;granspira;1174;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;5;9;9. zon 5;4;;7;2;6;Pedicularis sylvatica L.;Ört;SANT;Pedicularis sylvatica L.;10;30;Juni;Augusti;7;7.S Maj;2;07-juli;SANT;Pedicularis sylvatica L.;Ja;Rosa;SANT;6. sol, men tål viss skugga;7;7. fuktig–våt;4;4. måttligt sur – subneutral;4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;7;7. starkt gynnad av betning/slåtter och försvinner inom några år om hantering upphör;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;2;tvåårig eller åtminstone döende efter blomning (hapaxant);1a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar); ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Myr;Nej;C3;None;0;Ja;;;0;0;0;0;0;0;0;5;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Persicaria foliosa (H. Lindb.) Kitag.;Polygonaceae;ävjepilört;1263;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;8;8. zon 6;9;;10;8;7;Persicaria foliosa (H. Lindb.) Kitag.;Ört;SANT;Persicaria foliosa (H. Lindb.) Kitag.;10;40;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Persicaria foliosa (H. Lindb.) Kitag.;Ja;Grön;SANT;7. alltid full sol;10;10. tillfälligt översvämmad;5;5. subneutral (pH 5.5–6.5);7;7. mycket kväverik;5;5. begränsad till jordar med hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;1;strikt ettårig;0c;självbefruktning (främst eller endast); ;Ingen data;3;långlivad (5–25 år);Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Persicaria minor (Huds.) Opiz;Polygonaceae;rosenpilört;220841;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;10;10. zon 4;3;;5;6;5;Persicaria minor (Huds.) Opiz;Ört;SANT;Persicaria minor (Huds.) Opiz;30;100;Juli;September;10;10. B Jul;3;22-juli;SANT;Persicaria minor (Huds.) Opiz;Ja;Grön;SANT;5. sol-halvskugga;7;7. fuktig–våt;5;5. subneutral (pH 5.5–6.5);7;7. mycket kväverik;5;5. begränsad till jordar med hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat; ;Ingen data;1;strikt ettårig;0c;självbefruktning (främst eller endast); ;Ingen data;3;långlivad (5–25 år);Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0
Petasites albus (L.) Gaertn.;Asteraceae;vitskråp;220846;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;5;13;13. zon 1;5;;6;3;2;Petasites albus (L.) Gaertn.;Ört;SANT;Petasites albus (L.) Gaertn.;20;60;April;Juni;2;2. B Mar;7;20-sep.;SANT;Petasites albus (L.) Gaertn.;Ja;Vit;SANT;2. måttlig-helskugga;7;7. fuktig–våt;7;7. circumneutral (pH 6.5–7.5);6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;1;1. tål inte någon betning/slåtter;1;1. koloniserar redan etablerad vegetation och konkurrerar framgångsrikt vilket orsakar strukturella förändringar som består så länge det inte finns någon markstörning;4;långlivad perenn;2;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar); ;Ingen data;1;kortlivad (upp till ett eller sällan två år);AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
Petasites frigidus (L.) Fr.;Asteraceae;fjällskråp;220263;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;5;2;2. mellan-alpinzon;12;;15;;5;Petasites frigidus (L.) Fr.;Ört;SANT;Petasites frigidus (L.) Fr.;30;80;Juni;Juli;3;3. S Mar;6;05-sep.;SANT;Petasites frigidus (L.) Fr.;Ja;Vit;SANT;5. sol-halvskugga;7;7. fuktig–våt;6;6. subneutral–circumneutral;6;6. måttligt–mycket kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn; ;ingen data;2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd; ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3
Petrorhagia prolifera (L.) P. W. Ball & Heywood;Caryophyllaceae;hylsnejlika;1186;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;13;13. zon 1;3;;4;6;7;Petrorhagia prolifera (L.) P. W. Ball & Heywood;Ört;SANT;Petrorhagia prolifera (L.) P. W. Ball & Heywood;10;40;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Petrorhagia prolifera (L.) P. W. Ball & Heywood;Ja;Rosa;SANT;7. alltid full sol;1;1. mycket torr;8;8. alkalisk (pH > 7.5);1;1. mkt kvävefattigt;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;1;strikt ettårig;0c;självbefruktning (främst eller endast);1;ej vilande, gror inom 10 dagar;1;kortlivad (upp till ett eller sällan två år);AirW;Nej;C3;None;0;Nej;;;0;0;4;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Peucedanum oreoselinum (L.) Moench;Apiaceae;backsilja;1188;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;6;13;13. zon 1;3;;4;7;6;Peucedanum oreoselinum (L.) Moench;Ört;SANT;Peucedanum oreoselinum (L.) Moench;30;70;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Peucedanum oreoselinum (L.) Moench;Ja;Vit;SANT;6. sol, men tål viss skugga;2;2. torr;6;6. subneutral–circumneutral;3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;2;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phegopteris connectilis (Michx.) Watt;Thelypteridaceae;hultbräken;223358;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;3;3. låg-alpinzon;5;;11;5;2;Phegopteris connectilis (Michx.) Watt;Ört;SANT;Phegopteris connectilis (Michx.) Watt;20;60;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Phegopteris connectilis (Michx.) Watt;Nej;;SANT;2. måttlig-helskugga;6;6. fuktig;4;4. måttligt sur – subneutral;5;5. måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;1;1. tål inte någon betning/slåtter;1;1. koloniserar redan etablerad vegetation och konkurrerar framgångsrikt vilket orsakar strukturella förändringar som består så länge det inte finns någon markstörning;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;AirD;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;3;0;1;1;0;1
Phippsia algida (Sol.) R. Br.;Poaceae;lappsnögräs;220995;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;2;2. mellan-alpinzon;17;;17;;7;Phippsia algida (Sol.) R. Br.;Gräs;SANT;Phippsia algida (Sol.) R. Br.;10;30;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Phippsia algida (Sol.) R. Br.;Ja;Grön;SANT;7. alltid full sol;8;8. våt;5;5. subneutral (pH 5.5–6.5); ;Ingen data;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden; ;Ingen data;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn; ;ingen data; ;Ingen data;2;kortvarig (1–5 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phippsia concinna (Th. Fr.) Lindeb.;Poaceae;dovresnögräs;1207;Resident;EN;3;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;2;2. mellan-alpinzon;17;;17;;7;Phippsia concinna (Th. Fr.) Lindeb.;Gräs;SANT;Phippsia concinna (Th. Fr.) Lindeb.;5;15;Juni;Juli; ;Ingen data; ;Ingen data;SANT;Phippsia concinna (Th. Fr.) Lindeb.;Ja;Grön;SANT;7. alltid full sol;8;8. våt;7;7. circumneutral (pH 6.5–7.5); ;Ingen data;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden; ;Ingen data;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn; ;ingen data; ;Ingen data; ;Ingen data;Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phleum alpinum L.;Poaceae;fjälltimotej;222614;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;1;3;3. låg-alpinzon;10;;13;5;5;Phleum alpinum L.;Gräs;SANT;Phleum alpinum L.;10;40;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Phleum alpinum L.;Ja;Grön;SANT;5. sol-halvskugga;5;5. mesisk–fuktig;5;5. subneutral (pH 5.5–6.5);6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;2;kortvarig (1–5 år);Adh;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
Phleum arenarium L.;Poaceae;sandtimotej;1900;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;1;11;11. zon 3;3;;5;5;7;Phleum arenarium L.;Gräs;SANT;Phleum arenarium L.;10;50;Juni;Augusti;6;6.B Maj;3;22-juli;SANT;Phleum arenarium L.;Ja;Grön;SANT;7. alltid full sol;1;1. mycket torr;8;8. alkalisk (pH > 7.5);2;2. måttligt–mycket kvävefattig;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;8;8. inte konkurrenskraftig i sluten vegetation, kräver markstörning minst vartannat år;1;strikt ettårig;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phleum phleoides (L.) H. Karst.;Poaceae;flentimotej;222617;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;1;10;10. zon 4;3;;5;6;6;Phleum phleoides (L.) H. Karst.;Gräs;SANT;Phleum phleoides (L.) H. Karst.;30;80;Juni;Juli;6;6.B Maj;3;22-juli;SANT;Phleum phleoides (L.) H. Karst.;Ja;Grön;SANT;6. sol, men tål viss skugga;2;2. torr;7;7. circumneutral (pH 6.5–7.5);3;3. måttligt kvävefattig;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;3;långlivad (5–25 år);Passive;Nej;C3;AM;0;Nej;;;0;2;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phleum pratense L.;Poaceae;timotej;222618;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;5;5. 51-100;1;5;5. zon 9;2;;7;5;6;Phleum pratense L.;Gräs;SANT;Phleum pratense L.;30;100;Juni;Augusti;9;9. S Jun;2;07-juli;SANT;Phleum pratense L.;Ja;Grön;SANT;6. sol, men tål viss skugga;4;4. mesisk;6;6. subneutral–circumneutral;4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data;3;långlivad (5–25 år);Adh;Nej;C3;AM;0;Nej;;;0;0;1;0;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phyllodoce caerulea (L.) Bab.;Ericaceae;lappljung;221451;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;5;2;2. mellan-alpinzon;16;;17;;6;Phyllodoce caerulea (L.) Bab.;Buske;SANT;Phyllodoce caerulea (L.) Bab.;10;20;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Phyllodoce caerulea (L.) Bab.;Ja;Blå;SANT;6. sol, men tål viss skugga;5;5. mesisk–fuktig;4;4. måttligt sur – subneutral;3;3. måttligt kvävefattig;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn; ;ingen data; ;Ingen data;1;kortlivad (upp till ett eller sällan två år);AirD;Nej;C3;EriM;0;Nej;;;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Picea abies (L.) H. Karst.;Pinaceae;gran;220850;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;6;6. 101-200;1;5;5. zon 9;8;;11;7;4;Picea abies (L.) H. Karst.;Träd;SANT;Picea abies (L.) H. Karst.;2000;5000;April;Maj;7;7.S Maj;2;07-juli;SANT;Picea abies (L.) H. Karst.;Ja;Grön;SANT;4. halvskugga-måttlig skugga;6;6. fuktig;4;4. måttligt sur – subneutral;5;5. måttligt kväverik;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;1;1. koloniserar redan etablerad vegetation och konkurrerar framgångsrikt vilket orsakar strukturella förändringar som består så länge det inte finns någon markstörning;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;1;kortlivad (upp till ett eller sällan två år);AirW;Nej;C3;EM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;3;3;0;0
Pilosella × piloselliflora (Nägeli & Peter) Soják;Asteraceae;grusfibbla;223754;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;8;8. zon 6;9;;10;6;6;Pilosella × piloselliflora (Nägeli & Peter) Soják;Ört;SANT;Pilosella × piloselliflora (Nägeli & Peter) Soják;10;30;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Pilosella × piloselliflora (Nägeli & Peter) Soják;Ja;Gul;SANT;6. sol, men tål viss skugga;3;3. torr–mesisk;5;5. subneutral (pH 5.5–6.5);3;3. måttligt kvävefattig;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;0d;apomixis (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd; ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella × polioderma (Dahlst.) Soják;Asteraceae;grå kvastfibbla;6033357;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;10;10. zon 4;;;3;7;7;Pilosella × polioderma (Dahlst.) Soják;Ört;SANT;Pilosella × polioderma (Dahlst.) Soják;10;30;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Pilosella × polioderma (Dahlst.) Soják;Ja;Gul;SANT;7. alltid full sol;2;2. torr;6;6. subneutral–circumneutral;3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0d;apomixis (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd; ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella × scandinavica (Fr.) F. W. Schultz & Sch. Bip.;Asteraceae;nordlig kvastfibbla;223744;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;6;6. zon 8;9;;11;7;7;Pilosella × scandinavica (Fr.) F. W. Schultz & Sch. Bip.;Ört;SANT;Pilosella × scandinavica (Fr.) F. W. Schultz & Sch. Bip.;10;40;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Pilosella × scandinavica (Fr.) F. W. Schultz & Sch. Bip.;Ja;Gul;SANT;7. alltid full sol;4;4. mesisk;5;5. subneutral (pH 5.5–6.5);3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0d;apomixis (främst eller endast); ;Ingen data; ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella aurantiaca ssp. decolorans;Asteraceae;brandfibbla;223737;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;5;5. zon 9;10;;12;6;6;Pilosella aurantiaca ssp. decolorans;Ört;SANT;Pilosella aurantiaca ssp. decolorans;20;60;Juni;Augusti;8;8. B Jun;1;22-juni;SANT;Pilosella aurantiaca ssp. decolorans;Ja;Orange;SANT;6. sol, men tål viss skugga;4;4. mesisk;5;5. subneutral (pH 5.5–6.5);6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;0d;apomixis (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;2;kortvarig (1–5 år);AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
